added_route_id,trip_id
741,75646163
742,75646163
743,75646163
741,75646171
742,75646171
743,75646171
741,75646173
742,75646173
743,75646173
741,75646174
742,75646174
743,75646174
741,75646176
742,75646176
743,75646176
741,75646178
742,75646178
743,75646178
741,75646182
742,75646182
743,75646182
741,75646183
742,75646183
743,75646183
741,75646185
742,75646185
743,75646185
741,75646187
742,75646187
743,75646187
741,75646189
742,75646189
743,75646189
741,75646192
742,75646192
743,75646192
741,75646193
742,75646193
743,75646193
741,75646198
742,75646198
743,75646198
741,75646202
742,75646202
743,75646202
741,75646203
742,75646203
743,75646203
741,75646207
742,75646207
743,75646207
741,75646216
742,75646216
743,75646216
741,75646219
742,75646219
743,75646219
741,75646224
742,75646224
743,75646224
741,75646233
742,75646233
743,75646233
741,75646234
742,75646234
743,75646234
741,75646237
742,75646237
743,75646237
741,75646246
742,75646246
743,75646246
741,75646249
742,75646249
743,75646249
741,75646254
742,75646254
743,75646254
741,75646257
742,75646257
743,75646257
741,75646260
742,75646260
743,75646260
741,75646265
742,75646265
743,75646265
741,75646267
742,75646267
743,75646267
741,75646268
742,75646268
743,75646268
741,75646272
742,75646272
743,75646272
741,75646277
742,75646277
743,75646277
741,75646293
742,75646293
743,75646293
741,75646308
742,75646308
743,75646308
741,75646343
742,75646343
743,75646343
741,75647053
742,75647053
743,75647053
741,75647054
742,75647054
743,75647054
741,75647055
742,75647055
743,75647055
741,75647056
742,75647056
743,75647056
741,75647057
742,75647057
743,75647057
741,75647058
742,75647058
743,75647058
741,75647059
742,75647059
743,75647059
741,75647060
742,75647060
743,75647060
741,75647061
742,75647061
743,75647061
741,75647062
742,75647062
743,75647062
741,75647063
742,75647063
743,75647063
741,75647064
742,75647064
743,75647064
741,75626397
742,75626397
743,75626397
741,75626401
742,75626401
743,75626401
741,75626425
742,75626425
743,75626425
741,75626501
742,75626501
743,75626501
741,75626819
742,75626819
743,75626819
741,75626904
742,75626904
743,75626904
741,75627025
742,75627025
743,75627025
741,75627320
742,75627320
743,75627320
741,75627330
742,75627330
743,75627330
741,75627331
742,75627331
743,75627331
741,75627351
742,75627351
743,75627351
741,75627358
742,75627358
743,75627358
741,75627363
742,75627363
743,75627363
741,75627373
742,75627373
743,75627373
741,75627375
742,75627375
743,75627375
741,75627376
742,75627376
743,75627376
741,75627378
742,75627378
743,75627378
741,75627390
742,75627390
743,75627390
741,75627392
742,75627392
743,75627392
741,75627393
742,75627393
743,75627393
741,75627395
742,75627395
743,75627395
741,75627397
742,75627397
743,75627397
741,75627403
742,75627403
743,75627403
741,75627404
742,75627404
743,75627404
741,75627406
742,75627406
743,75627406
741,75627408
742,75627408
743,75627408
741,75627410
742,75627410
743,75627410
741,75627414
742,75627414
743,75627414
741,75627415
742,75627415
743,75627415
741,75627417
742,75627417
743,75627417
741,75627421
742,75627421
743,75627421
741,75627422
742,75627422
743,75627422
741,75627426
742,75627426
743,75627426
741,75627434
742,75627434
743,75627434
741,75627439
742,75627439
743,75627439
741,75627446
742,75627446
743,75627446
741,75627455
742,75627455
743,75627455
741,75627456
742,75627456
743,75627456
741,75627459
742,75627459
743,75627459
741,75627468
742,75627468
743,75627468
741,75627471
742,75627471
743,75627471
741,75627476
742,75627476
743,75627476
741,75627481
742,75627481
743,75627481
741,75627483
742,75627483
743,75627483
741,75627492
742,75627492
743,75627492
741,75627494
742,75627494
743,75627494
741,75627495
742,75627495
743,75627495
741,75627499
742,75627499
743,75627499
741,75627505
742,75627505
743,75627505
741,75627670
742,75627670
743,75627670
741,75627708
742,75627708
743,75627708
741,75627822
742,75627822
743,75627822
741,75627931
742,75627931
743,75627931
741,75627935
742,75627935
743,75627935
741,75628231
742,75628231
743,75628231
741,75628232
742,75628232
743,75628232
741,75628233
742,75628233
743,75628233
741,75628234
742,75628234
743,75628234
741,75628235
742,75628235
743,75628235
741,75628236
742,75628236
743,75628236
741,75628237
742,75628237
743,75628237
741,75628238
742,75628238
743,75628238
741,75628239
742,75628239
743,75628239
741,75628240
742,75628240
743,75628240
741,75628241
742,75628241
743,75628241
741,75628242
742,75628242
743,75628242
741,75628243
742,75628243
743,75628243
741,75628244
742,75628244
743,75628244
741,75628245
742,75628245
743,75628245
741,75633565
742,75633565
743,75633565
741,75633580
742,75633580
743,75633580
741,75633602
742,75633602
743,75633602
741,75633638
742,75633638
743,75633638
741,75633686
742,75633686
743,75633686
741,75633746
742,75633746
743,75633746
741,75633898
742,75633898
743,75633898
741,75633996
742,75633996
743,75633996
741,75634001
742,75634001
743,75634001
741,75634008
742,75634008
743,75634008
741,75634009
742,75634009
743,75634009
741,75634010
742,75634010
743,75634010
741,75634012
742,75634012
743,75634012
741,75634015
742,75634015
743,75634015
741,75634016
742,75634016
743,75634016
741,75634019
742,75634019
743,75634019
741,75634021
742,75634021
743,75634021
741,75634027
742,75634027
743,75634027
741,75634034
742,75634034
743,75634034
741,75634050
742,75634050
743,75634050
741,75634061
742,75634061
743,75634061
741,75634062
742,75634062
743,75634062
741,75634064
742,75634064
743,75634064
741,75634109
742,75634109
743,75634109
741,75634110
